t,agent_x,agent_y,goal_x,goal_y,subgoal_x,subgoal_y,waypoint_x,waypoint_y,new_high_command
146,18.6672699146816,-1.0252739079516273,0.0,32.0,-3.999998092651367,15.12043285369873,21.0,-1.0,0
147,18.8145806165479,-1.0565363715429137,0.0,32.0,-3.999998092651367,15.12043285369873,21.0,-1.0,0
148,19.02089507359113,-1.0040510541597407,0.0,32.0,-3.999998092651367,15.12043285369873,21.0,-1.0,0
149,19.24800719819918,-0.9759109819963864,0.0,32.0,-3.999998092651367,15.12043285369873,21.0,-1.0,0
150,19.45996775354936,-0.9669708850350843,0.0,32.0,-3.999998092651367,15.12043285369873,21.0,-1.0,0
151,19.6416908013478,-1.0069477216376477,0.0,32.0,-3.999998092651367,15.12043285369873,21.0,-1.0,0
152,19.815724118695567,-1.096875913363575,0.0,32.0,-3.999998092651367,15.12043285369873,21.0,-1.0,0
153,20.02938545111169,-1.1407677660722602,0.0,32.0,-3.999998092651367,15.12043285369873,21.0,-1.0,0
154,20.250820455083034,-1.1639812940906167,0.0,32.0,-3.999998092651367,15.12043285369873,21.0,-1.0,0
155,20.46113352173972,-1.1218326511915224,0.0,32.0,-3.999998092651367,15.12043285369873,21.0,-1.0,0
156,20.60669780524767,-1.1063349447992716,0.0,32.0,-3.999998092651367,15.12043285369873,23.0,-1.0,0
157,20.7079946827245,-1.1672761485480023,0.0,32.0,-3.999998092651367,15.12043285369873,23.0,-1.0,0
158,20.7682017156505,-1.2380830186018486,0.0,32.0,-3.999998092651367,15.12043285369873,23.0,-1.0,0
159,20.86682687716824,-1.253050062649318,0.0,32.0,-3.999998092651367,15.12043285369873,23.0,-1.0,0
160,21.02181240130411,-1.166312001454724,0.0,32.0,-3.999998092651367,15.12043285369873,23.0,-1.0,0
161,21.159918374289582,-1.086017295559923,0.0,32.0,-3.999998092651367,15.12043285369873,23.0,-1.0,0
162,21.280591717842295,-1.0558829348844754,0.0,32.0,-3.999998092651367,15.12043285369873,23.0,-1.0,0
163,21.420135569838628,-1.0604424891381536,0.0,32.0,-3.999998092651367,15.12043285369873,23.0,-1.0,0
164,21.594022874662535,-1.1023925302767565,0.0,32.0,-3.999998092651367,15.12043285369873,23.0,-1.0,0
165,21.75972004588837,-1.1349608987357842,0.0,32.0,-3.999998092651367,15.12043285369873,23.0,-1.0,0
166,21.9129610578339,-1.1244753145761153,0.0,32.0,-3.999998092651367,15.12043285369873,23.0,-1.0,0
167,22.025641010446307,-1.0602923488079972,0.0,32.0,-3.999998092651367,15.12043285369873,23.0,-1.0,0
168,22.13719294114261,-0.9376264769105784,0.0,32.0,-3.999998092651367,15.12043285369873,23.0,-1.0,0
169,22.291048530372535,-0.851224096982197,0.0,32.0,-3.999998092651367,15.12043285369873,23.0,-1.0,0
170,22.457895215247078,-0.8160067499372486,0.0,32.0,-3.999998092651367,15.12043285369873,23.0,-1.0,0
171,22.62683619354011,-0.8713086095962886,0.0,32.0,-3.999998092651367,15.12043285369873,25.0,-1.0,0
172,22.786268549716645,-0.9225589607619105,0.0,32.0,-3.999998092651367,15.12043285369873,25.0,-1.0,0
173,22.90574316668395,-0.8793038372424808,0.0,32.0,-3.999998092651367,15.12043285369873,25.0,-1.0,0
174,23.009306852451637,-0.7825148834695754,0.0,32.0,-3.999998092651367,15.12043285369873,25.0,-1.0,0
175,23.11307026072506,-0.6812335213191382,0.0,32.0,-3.999998092651367,15.12043285369873,25.0,-1.0,0
176,23.235595941597534,-0.6349420362909403,0.0,32.0,-3.999998092651367,15.12043285369873,25.0,-1.0,0
177,23.382138657583088,-0.6856061743258752,0.0,32.0,-3.999998092651367,15.12043285369873,25.0,-1.0,0
178,23.607241985162965,-0.8520178801735103,0.0,32.0,-3.999998092651367,15.12043285369873,25.0,-1.0,0
179,23.837081841221124,-0.9788251733382429,0.0,32.0,-3.999998092651367,15.12043285369873,25.0,-1.0,0
180,24.05497665931517,-1.0854597604934604,0.0,32.0,-3.999998092651367,15.12043285369873,25.0,-1.0,0
181,24.281792832846488,-1.1776700658925328,0.0,32.0,-3.999998092651367,15.12043285369873,25.0,-1.0,0
182,24.50700718638067,-1.1852549998340012,0.0,32.0,-3.999998092651367,15.12043285369873,25.0,-1.0,0
183,24.688188277278694,-1.1495338345729007,0.0,32.0,-3.999998092651367,15.12043285369873,27.0,-1.0,0
184,24.87864212908942,-1.117621642945833,0.0,32.0,-3.999998092651367,15.12043285369873,27.0,-1.0,0
185,25.099803439555103,-1.1440054588478954,0.0,32.0,-3.999998092651367,15.12043285369873,27.0,-1.0,0
186,25.343087198682166,-1.1754696051581537,0.0,32.0,-3.999998092651367,15.12043285369873,27.0,-1.0,0
187,25.56911780123068,-1.1803326035172443,0.0,32.0,-3.999998092651367,15.12043285369873,27.0,-1.0,0
188,25.712105751976672,-1.1386102559261553,0.0,32.0,-3.999998092651367,15.12043285369873,27.0,-1.0,0
189,25.860542808637614,-1.0467560105182014,0.0,32.0,-3.999998092651367,15.12043285369873,27.0,-1.0,0
190,26.055680161741616,-0.9824801056357988,0.0,32.0,-3.999998092651367,15.12043285369873,27.0,-1.0,0
191,26.262106118413385,-1.0047822128879893,0.0,32.0,-3.999998092651367,15.12043285369873,27.0,-1.0,0
192,26.482025090758817,-1.0656438355121387,0.0,32.0,-3.999998092651367,15.12043285369873,27.0,-1.0,0
193,26.68061825742905,-1.0972801643922896,0.0,32.0,-3.999998092651367,15.12043285369873,29.0,-1.0,0
194,26.855037685940268,-1.093691979927212,0.0,32.0,-3.999998092651367,15.12043285369873,29.0,-1.0,0
195,27.0060457638487,-1.0255502095862625,0.0,32.0,-3.999998092651367,15.12043285369873,29.0,-1.0,0
196,27.164653365943735,-0.9439580496742379,0.0,32.0,-3.999998092651367,15.12043285369873,29.0,-1.0,0
197,27.339370953869643,-0.8947875046591479,0.0,32.0,-3.999998092651367,15.12043285369873,29.0,-1.0,0
198,27.5647074121428,-0.9791100661257188,0.0,32.0,-3.999998092651367,15.12043285369873,29.0,-1.0,0
199,27.777981251684576,-1.0483454796365785,0.0,32.0,-3.999998092651367,15.12043285369873,29.0,-1.0,0
200,27.948403727848085,-1.042410007780837,0.0,32.0,-3.999998092651367,15.12043285369873,29.0,-1.0,0
201,28.110629704985868,-1.0071656965236027,0.0,32.0,-3.999998092651367,15.12043285369873,29.0,-1.0,0
202,28.27737225238011,-0.9519572857942384,0.0,32.0,-3.999998092651367,15.12043285369873,29.0,-1.0,0
203,28.434816278860932,-0.8505598464480448,0.0,32.0,-3.999998092651367,15.12043285369873,29.0,-1.0,0
204,28.569766887710955,-0.7860072895164152,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,-1.0,0
205,28.695722993163056,-0.8755229149299337,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,-1.0,0
206,28.81633549903007,-0.9725251056479668,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,-1.0,0
207,28.941360607831342,-1.0557198798139114,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,-1.0,0
208,29.07312988250229,-1.0936741192616004,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,-1.0,0
209,29.252072520912545,-0.9820637269286786,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,-1.0,0
210,29.44191634397863,-0.8387106011791717,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,-1.0,0
211,29.635534646473157,-0.7081564827572123,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,-1.0,0
212,29.826357484655887,-0.5943211041115334,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,-1.0,0
213,30.0214202594213,-0.5291574647806206,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,-1.0,0
214,30.23650590514746,-0.631623921483766,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,-1.0,0
215,30.464949080260272,-0.7167369227321343,0.0,32.0,-3.999998092651367,15.12043285369873,31.0,-1.0,0
